"ID","FullSource"
"Kabiel2016","Kabiel, H. F., Hegazy, A. K., Lovett-Doust, L., Al-Rowaily, S. L., Al Borki, A. E. N. S. (2016). Ecological assessment of populations of Juniperus phoenicea L. in the Al-Akhdar mountainous landscape of Libya. Arid Land Research and Management 30: 269-289."
"Kadis2010a","Kadis, C., Kounnamas, C., Georghiou, K. (2010). Seed germination and conservation of endemic, rare, and threatened aromatic plants of Cyprus. Israel Journal of Plant Sciences 58: 251–261."
"Kadis2010b","Kadis, C., Georghiou, K. (2010). Seed dispersal and germination behavior of three threatened endemic labiates of Cyprus. Plant Species Biology 25: 77–84."
"Kavgaci2016","Kavgacý, A., Örtel, E., Torres, I, Safford, H. (2016) Early post-fire vegetation recovery of Pinus brutia forests: Effects of fire severity pre-fire stand age and aspect. Turkish Journal of Agriculture and Forestry 40: 723-736."
"Kavgaci2017","Kavgaci, A., Silc, U., Basaran, S., Marinsek, A., Basaran, M. A., Kosir, P., Balpinar, N., Arslan, M., Ergüler, Ö., Carni, A. (2017). Classification of plant communities along postfire succession in Pinus brutia (Turkish red pine) stands in Antalya (Turkey). Turkish Journal of Botany 41: 299-307."
"Kazakou2006","Kazakou, E., Vile, D., Shipley, B., Gallet, C., Garnier, E. (2006). Co-variations in litter decomposition, leaf traits and plant growth in species from a Mediterranean old?field succession. Functional Ecology 20: 21-30."
"Kazanci2014","Kazanci, D.D. (2014). Determination of post-fire germination properties of Mediterranean plants. M.Sc. Thesis, Hacettepe University, Turkey (in Turkish with English abstract)"
"Kazanis1996","Kazanis, D., Arianoutsou, M. (1996). Vegetation composition in a post-fire successional gradient of Pinus halepensis forests in Attica, Greece. International Journal of Wildland Fire 6: 83-91."
"Kazanis2004a","Kazanis, D., Arianoutsou, M. (2004). Long-term post-fire vegetation dynamics in Pinus halepensis forests of Central Greece: A functional group approach. Plant Ecology 171: 101-121."
"Kazanis2004b","Kazanis, D., Arianoutsou, M. (2004). Factors determining low Mediterranean ecosystems resiliencem to fire: the case of Pinus halepensis forests. In M. Arianoutsou, and V. P. Papanastasis, editors. Proceedings 10th MEDECOS Conference. Millpress, Rhodes, Greece."
"Kazanis2005","Kazanis, D. (2005). Post-fire succession of Pinus halepensis Mill. forest: patterns of vegetation dynamics. PhD thesis (in Greek with summary in English). University of Athens, Greece."
"Keeley1999","Keeley, J. E., Baer-Keeley, M. (1999). Role of charred wood, heat-shock, and light in germination of postfire phrygana species from the eastern Mediterranean basin. Israel Journal of Plant Sciences 47: 11-16."
"Keeley2012","Keeley, J. (2012). Fire in mediterranean climate ecosystems—a comparative overview. Israel Journal of Ecology and Evolution 58: 123-135."
"Konstantinidis2002","Konstantinidis, P., Tsiourlis, G. (2002). Preliminary results of the post–fire resprouting growth of typical Mediterranean maquis species (Sithonia Peninsula, N. Greece). CD ROM in D. X. Viegas, editor. Conference on Forest Fire Research and Wildland Fire Safety. Millpress, Rotterdam, Luso, Portugal."
"Konstantinidis2005","Konstantinidis, P., Tsiourlis, G., Galatsidas, S. (2005). Effects of wildfire season on the resprouting of kermes oak (Quercus coccifera L.). Forest Ecology and Management 208: 15-27."
"Konstantinidis2006","Konstantinidis, P., Tsiourlis, G., Xofis, P. (2006). Effect of fire season, aspect and pre-fire plant size on the growth of Arbutus unedo L. (strawberry tree) resprouts. Forest Ecology and Management 225: 359-367."
"Koutsovoulou2014","Koutsovoulou, K., Daws, M. I., Thanos, C. A. (2014). Campanulaceae: a family with small seeds that require light for germination. Annals of Botany 113: 135–43."
"Kucuk2008","Küçük Ö., Bilgili, E., Saglam, B. (2008). Estimating crown fuel loading for Calabrian pine and Anatolian black pine. International Journal of Wildland Fire 17: 147-154."
"Kurt2016","Kurt, Y., Frampton, J., Isik, F., Landgren, C., Chastagner, G. (2016). Variation in needle and cone characteristics and seed germination ability of Abies bornmuelleriana and Abies equi-trojani populations from Turkey. Turkish Journal of Agriculture and Forestry 40: 169-176"
"Laakili2016","Laakili, A., Belkadi, B., Gaboun, F., Yatrib, C., Makhloufi, M., El Antry, S., Medraoui, L., Laamarti, A., Filali-Maltouf, A. (2016). Analysis of dendrometric diversity among natural populations of cork oak (Quercus suber L.) from Morocco. Turkish Journal of Agriculture and Forestry 40: 127-135."
"Ladd2005","Ladd, P. G., Crosti, R., Pignatti, S. (2005). Vegetative and seedling regeneration after fire in planted Sardinian pinewood compared with that in other areas of Mediterranean-type climate. Journal of Biogeography 32: 85-98."
"Lamey1893","Lamey A. (1893). Le chêne-liège, sa culture et son exploitation. Berger-Levrault et Cie éditeurs, Nancy, Paris, France."
"Lavergne2004","Lavergne, S., Thompson, J. D., Garnier, E., Debussche, M. (2004). The biology and ecology of narrow endemic and widespread plants: a comparative study of trait variation in 20 congeneric pairs. Oikos 107: 505–518."
"LazaroNogal2016","Lázaro-Nogal, A., Matesanz, S., Hallik, L., Krasnova, A., Traveset, A., Valladares, F. (2016). Population differentiation in a Mediterranean relict shrub: the potential role of local adaptation for coping with climate change. Oecologia 180: 1075-1090."
"Legrand1993","Legrand, C. (1993). Regeneration of two Cistus species after prescribed burning. Pages 183-192 in L. Trabaud, and R. Prodon, editors. Fire in Mediterranean ecosystems. European Comission, Brussels."
"LevYadun1995","Lev-Yadun, S. (1995). Living serotinous cones in Cupressus sempervirens. International Journal of Plant Sciences 156: 50-54."
"Llorens2003","Llorens, L., Peñuelas, J., Filella, I. (2003). Diurnal and seasonal variations in the photosynthetic performance and water relations of two co-occurring mediterranean shrubs, Erica multiflora and Globularia alypum. Physiologia Plantarum 118: 84-95."
"Lloret1993","Lloret, F., López-Soria, L. (1993). Resprouting of Erica multiflora after experimental fire treatments. Journal of Vegetation Science 4: 367-374."
"Lloret1998","Lloret, F. (1998). Fire, canopy cover and seedling dynamics in Mediterranean shrubland of northeastern Spain. Journal of Vegetation Science 9: 417-430."
"Lloret2003","Lloret, F., Vilà, M. (2003). Diversity patterns of plant functional types in relation to fire regime and previous land use in Mediterranean woodlands. Journal of Vegetation Science 14: 387-398."
"Lopez1999","Lopez, J., Devesa, J. A., Ruiz, T., Ortega-Olivencia, A. (1999). Seed germination in Genisteae (Fabaceae) from south-west Spain. Phyton 39: 107-129."
"Lopez2004","López, B. C., Gracia, C. A., Sabaté, S. (2004). Consecuencias del resalveo repetido para la mejora del encinar. Análisis de los efectos estructurales y funcionales. Pages 121-125 in Programa de I+D sobre restauración de la cubierta vegetal. Reunión de coordinación 2004 (technical report)."
"LopezGlez2001","López González, G. (2001). Los árboles y arbustos de la Península Ibérica e Islas Baleares. Mundi-Prensa, Madrid, Spain."
"LopezSoria1992","López-Soria, L., Castell, C. (1992). Comparative genet survival after fire in woody mediterranean species. Oecologia 91: 493-499."
"Lorite2007","Lorite, J., Ruiz-Girela, M., Castro, J. (2007). Patterns of seed germination in Mediterranean mountains: study on 37 endemic or rare species from Sierra Nevada, SE Spain. Candollea 62: 5-16."
"LuisCalabuig1996","Luis-Calabuig, E., Tárrega, R., Alonso, I. (1996). Seedling regeneration of two Cistus species after experimental disturbances. International Journal of Wildland Fire 6: 13-19."
"LuisCalabuig2000","Luis-Calabuig, E., Tárrega, R., Calvo, L., Marcos, E., Valbuena, L. (2000). History of landscape changes in northwest Spain according to land use and management. Pages 43-86 in L. Trabaud, editor. Life and enviroment in Mediterranean ecosystems. Wit Press, Southampton, UK."
"LuisCalabuig2002","Luis-Calabuig, E., Torres, O., Valbuena, L., Calvo, L., Marcos, E. (2002). Impact of large fires on a community of Pinus pinaster. Pages 1-12 in L. Trabaud and R. Prodon, editors. Fire and biological proccesses. Backhuys Publishers, Leiden, The Netherlands."
"Luna2004","Luna B., Pérez, B., Fernández-González, F., Moreno, J. M. (2004). Sensivitity to green, safe light of 12 Mediterranean species. Seed Science and Technology 32: 113-117."
"Luna2007a","Luna, B., Moreno, J. M., Cruz, A.,  Fernández-González, F. (2007). Heat-shock and seed germination in a group of Mediterranean plant species growing in a burned area: an approach based on plant functional types. Environmental and Experimental Botany 60:  324-333."
"Luna2007b","Luna, B., Moreno, J. M., Cruz, A., Fernández-González, F. (2007). Effects of a long-term fire retardant chemical (Fire Trol 934) on seed viability and germination in a Mediterranean plant community. International Journal of Wildland Fire 16: 349-359"
"Luna2008","Luna B., Pérez, B., Cespedes, B., Moreno, J. M. (2008). Effect of cold exposure on seed germination of 58 plant species comprising several functional groups from a mid-mountain Mediterranean area. Ecoscience 15: 478-484."
"Luna2009","Luna, B., Moreno, J. M. (2009). Light and nitrate effects on seed germination of Mediterranean plant species of several functional groups. Plant Ecology 203: 123–135."
"Lust1973","Lust, N., Mohammady, M. (1973). Regeneration of coppice. Silva Gandavensis, 39."
"Madrigal2005a","Madrigal, J. 2005. Regeneración natural de Pinus pinaster Ait. tras grandes incendios forestales: factores influyentes. PhD thesis. Universidad de Córdoba, Spain."
"Madrigal2005b","Madrigal, J., Hernando, C., Martínez, E., Guijarro, M., Díez, C. (2005). Regeneración post-incendio de Pinus pinaster Ait. en la Sierra de Guadarrama (Sistema Central, España): modelos descriptivos de los factores influyentes en la densidad inicial y la supervivencia. Investigación Agraria: Sistemas y Recursos Forestales 14: 36-51."
"Madrigal2005c","Madrigal, J., Hernando, C., Vega, J. A., Martínez, E.,  Guijarro, M., Díez, C., Pérez-Gorostiaga, P., Fonturbel,  T., Cuiñas, P. (2005). Regeneración natural de Pinus pinaster tras el gran incendio forestal de Tabuyo del Monte en la Sierra de Teleno: factores influyentes. Pages 153-165 in E. Rey Van der Berken, and I. Ruiz Pérez, coordinators. Seminario de restauración de áreas afectadas por grandes incendios. El caso particular de Teleno. Consejería de Medio Ambiente - Junta de Castilla y León, León, Spain."
"Maestrazgo2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"MAFHerbarium2008","Luna B., Moreno, J.M. (Belen.Luna@uclm.es). Site: MAF Herbarium, Departamento Biología Vegetal II, Facultad Farmacia, UCLM"
"Maia2012","Maia, P., Pausas, J. G., Vasques, A., Keizer, J. J. (2012). Fire severity as a key factor in post-fire regeneration of Pinus pinaster (Ait.) in Central Portugal. Annals of Forest Science 69: 489-498."
"Maia2014","Maia, P., Keizer, J., Vasques, A., Abrantes, N., Roxo, L., Fernandes, P., Ferreira, A., Moreira, F. (2014). Post-fire plant diversity and abundance in pine and eucalypt stands in Portugal: Effects of biogeography, topography, forest type and post-fire management. Forest Ecology and Management 334: 154-162."
"Malanson1988","Malanson, G. P., Trabaud, L. (1988). Vigor of post-fire resprouting by Quercus coccifera L. Journal of Ecology 76: 351-365."
"Mansanet1987","Mansanet, C. M. (1987). Incendios forestales en Alicante. Estudio de la vegetación quemada: Publicaciones de la Caja de Ahorros Provincial de Alicante. Alicante."
"Manso2004","Manso, F. (2004). O pastoreiro e a protecção dos ecossistemas forestais. PhD thesis. Universidade de Trás-os-Montes e Alto Douro, Vila Real, Portugal."
"Maremmani2003","Maremmani, A., Bedini, S., Matoševic, I., Tomei, P., Giovannetti, M. (2003). Type of mycorrhizal associations in two coastal nature reserves of the Mediterranean basin. Mycorrhiza 13: 33–40."
"Margaris1976","Margaris, N. S. (1976). Structure and dynamics in a phryganic (east Mediterranean) ecosystem. Journal of Biogeography 3: 249-259."
"Marmaris2008","Tavsanoglu, Ç. (ctavsan@hacettepe.edu.tr)"
"Marques2012","Marques, I., Draper, D. (2012). Seed germination and longevity of autumn-flowering and autumn-seed producing Mediterranean geophytes. Seed Science Research 22: 299-309."
"Martinez2002","Martínez, E., Madrigal, J., Hernando, C., Guijarro, M., Vega, J. A., Pérez-Gorostiaga, P., Fonturbel, M. T., Cuiñas, P., Alonso, M., Beloso, M. C. (2002). Effect of fire intensity on seed dispersal and early regeneration in a Pinus pinaster forest (Luso, Portugal). CD-rom in D. X. Viegas, editor. IV International Conference on Forest Fire Research and 2002 Wildland Fire Safety. Millpress Science Publishers, Rotherdam, the Netherlands."
"Martinez2007","Martínez, I., García, D., Obeso, J. (2007). Allometric allocation in fruit and seed packaging conditions the conflict among selective pressures on seed size. Evolutionary Ecology 21: 517–533."
"MartínezBaniela2016","Martínez-Baniela, M., Carlón, L., Díaz, T. E., Bueno, Á., Fernández-Pascual, E. (2016). Plant-derived smoke and temperature effects on seed germination of five Helianthemum (Cistaceae). Flora 223: 56-61."
"MartinezGarcia2012","Martínez-García, F., Guerrero-García, S., Pérez-García, F. (2012). Evaluation of reproductive sucess and conservation strategies for Senecio coincyi (Asteraceae), a narrow and threatened species. Australian Journal of Botany 60: 517-525."
"Marzano2012","Marzano, R., Lingua, E., Garbarino, M. (2012). Post-fire effects and short-term regeneration dynamics following high-severity crown fires in a Mediterranean forest. iForest - Biogeosciences and Forestry 5: 93–100."
"Mateo1990","Mateo, G., Crespo, M. B. (1990). Claves para la flora valenciana. Promoció de Cultura Valenciana (Del Cenia al Segura), Valencia."
"Mauge1987","Maugé, J. P. (1987). Le pin maritime premier résineux de France. Centre de Productivité et d'Action Forestiére d'Aquitaine - Institut pour le Développment Forestier, Paris, France."
"Mazzoleni1989","Mazzoleni, S. (1989). Fire and Mediterranean plants: germination responses to heat exposure. Annali di Botanica 47: 227-233."
"Medail2006","Médail, F., Diadema, K., Hugot, L., Argagnon, O. (2006). Ecologie et distribution de Ia Niveole a longues feuilles (Acis longifolia = Leucojum longifolium ), Alliaceae endemique de Corse. Acta Bot. Gallica 153: 83-96."
"Mediavilla2003","Mediavilla, S., Escudero, A. (2003). Relative growth rate of leaf biomass and leaf nitrogen content in several mediterranean woody species. Plant Ecology 168: 321-332."
"Meletiou2017","Meletiou-Christou, M. S., & Rhizopoulou, S. (2017). Leaf functional traits of four evergreen species growing in Mediterranean environmental conditions. Acta Physiologiae Plantarum, 39(1), 34."
"Melito2016","Melito, S., La Bella, S., Martinelli, F., Cammalleri, I., Tuttolomondo, T., Leto, C., Fadda, A., Molinu, M. G., Mulas, M. (2016). Morphological, chemical, and genetic diversity of wild myrtle (Myrtus communis L.) populations in Sicily. Turkish Journal of Agriculture and Forestry 40: 249-261."
"Mesleard1991","Mesléard, F., Lepart, J. (1991). Germination and seedling dynamics of Arbutus unedo and Erica arborea on Corsica. Journal of Vegetation Science 2: 155-164."
"Metz2010","Metz, J., Liancourt, P., Kigel, J., Harel, D., Sternberg, M., Tielbörger, K. (2010). Plant survival in relation to seed size along environmental gradients: a long-term study from semi-arid and Mediterranean annual plant communities. Journal of Ecology 98: 697–704."
"Milios2014","Milios, E., Pipinis, E., Kitikidou, K., Batziou, M., Chatzakis, S., Akritidou, S. (2014). Are sprouts the dominant form of regeneration in a lowland Quercus pubescens–Quercus frainetto remnant forest in Northeastern Greece? A regeneration analysis in the context of grazing. New Forests 45: 165-177."
"Milios2017","Milios, E., Kitikidou, K., & Andreadou, P. (2017). Sprouting characteristics of Quercus pubescens Willd. and Quercus frainetto Ten. trees after a wildfire: To cut or not to cut the burned trees?. European Journal of Forest Research, 136(5-6), 971-979."
"Milla2004","Milla, R. N., Maestro-Martínez, M., Montserrat-Martí, G. (2004). Seasonal branch nutrient dynamics in two Mediterranean woody shrubs with contrasted phenology. Annals of Botany 93: 671-680."
"Milne2003","Milne, J. (2003). Post-fire colonization of Cistus creticus L. seedlings by ectomycorrhizal fungi in allepo pine forests in central Greece. PhD thesis. University of Edinburgh, UK."
"Mira2017","Mira, S., Arnal, A., Pérez-García, F. (2017). Habitat-correlated seed germination and morphology in populations of Phillyrea angustifolia L.(Oleaceae). Seed Science Research 27: 50-60."
"Mira2017b","Mira, S., Arnal, A., Pérez-García, F. (2017). Seed germination of Phillyrea angustifolia L., a species of difficult propagation. Forest Systems 26: 002."
"MnezRuiz1994","Martínez-Ruíz, C., Fernández-Santos, B., Gómez-Gutiérrez, J. M., Pérez, M. (1994). Crecimiento de las plantas de Cytisus balansae tras el fuego. Studia Oecologica X-XI: 247-252."
"MnezSanchez1995","Martínez-Sánchez, J. J., Marín, A., Herranz, J. M., Ferrandis, P., De las Heras, J. (1995). Effects of high temperatures on germination of Pinus halepensis Mill. and P. pinaster Aiton subsp. pinaster seeds in southeast Spain. Vegetatio 116: 69-72."
"Molina2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Molinas1993","Molinas, M. L., Verdaguer, D. (1993). Lignotuber ontogeny in the cork oak (Quercus suber, Fagaceae) .2. Germination and young seedling. American Journal of Botany 80: 182-191."
"Montserrat1958","Montserrat, P. (1958). Root nodules of Coriaria. Nature 182: 474-475."
"Montserrat1984","Montserrat-Recorder, P., Montserrat-Martí, J. M., Montserrat-Martí, G. (1984). Estudio de las comunidades de Echinospartum horridum en el Pirineo español. Acta Biologica Montana 4: 249-257."
"Moravec1990","Moravec, J. (1990). Regeneration of NW African Pinus halepensis forests following fire. Vegetatio 87: 29-36."
"Moreira2007","Moreira, F., Duarte, I., Catry, F., Acácio, V. (2007). Cork extraction as a key factor determining post-fire cork oak survival. Forest Ecology and Management 253: 30-37."
"Moreira2008","Moreira, F., Catry, F., Duarte, I., Acácio, V., Silva, J. (2009). A conceptual model of sprouting responses in relation to fire damage: an example with cork oak (Quercus suber L.) trees in Southern Portugal. Plant Ecology 201: 77-85."
"Moreira2010","Moreira, B., Tormo, J., Estrelles, E., Pausas, J. G. (2010). Disentangling the role of heat and smoke as germination cues in Mediterranean Basin flora. Annals of Botany 105: 627-635."
"Moreira2012","Moreira, B., Tavsanoglu, Ç., Pausas, J. G. (2012). Local versus regional intraspecific variability in regeneration traits. Oecologia 168: 671-677."
"Moreira2012b","Moreira, B., Tormo, J., Pausas, J.G., (2012). To resprout or not to resprout: factors driving intraspecific variability in resprouting. Oikos 121: 1577-1584."
"Moreira2012c","Moreira, B., Pausas, J. G. (2012). Tanned or burned: The role of fire in shaping physical seed dormancy. PLoS ONE 7(12): e51523."
"Moreno2004","Moreno, J. M., Cruz, A., Fernández, F., Luna, B., Pérez, B., Quintana, J. R., Zuazua, E. (2004). Ecología del monte mediterráneo en relación con el fuego: el jaral-brezal de Quintos de Mora (Toledo). Pages 17-45 in V. R. Vallejo, and J. A. Alloza, editors. Avances en el estudio de la gestión del monte mediterráneo. Fundación Centro de Estudios Ambientales del Mediterráneo (CEAM), Valencia, Spain."
"Moreno2011","Moreno, J. M., Zuazua, E., Pérez, B., Luna, B., Velasco, A., de Dios, V. R. (2011). Rainfall patterns after fire differentially affect the recruitment of three Mediterranean shrubs. Biogeosciences 8: 3721-3732."
"MorenoMarcos1992b","Moreno-Marcos, G., Gómez-Gutiérrez, J. M., Fernández-Santos, B. (1992). Primary dispersal of Cytisus multiflorus seeds. Pirineos 140: 75-88."
"Moya2012","Moya Pérez, J. M., Hernández García, I., Esteve Selma, M. A. (2012). Respuesta al fuego de Tetraclinis articulata (VAHL), Incendio de Peña del Águila, 2011. CONAMA 2012, Congreso Nacional del Medio Ambiente, Madrid, Nov 2012."
"Murcia2008","Buhk, C. (buhk@uni-trier.de)"
"Murru2015","Murru, V., Santo, A., Piazza, C., Hugot, L., Bacchetta, G. (2015). Seed germination, salt stress tolerance and effect of nitrate in three Tyrrhenian coastal species of the Silene mollissima aggregate (Caryophyllaceae). Botany 93: 881-892."
"Nadal2002","Nadal, P., Sánchis, E., Pérez-García, F., Fos, M. (2002). Effect of dry-heat, soaking in distilled water and gibberellic acid on the germination of Cistus clusii, C. monspeliensis and C. salvifolius seeds. Seed Science and Technology 30: 663-669."
"Nathan1999a","Nathan, R., Safriel, U. N., Noy-Meir, I., Schiller, G. (1999). Seed release without fire in Pinus halepensis, a mediterranean serotinous wind-dispersed tree. Journal of Ecology 87: 659-669."
"Nathan2000","Nathan, R., Ne'eman, G. (2000). Serotiny, seed dispersal and seed predation in Pinus halepensis. Pages 105-118 in G. Ne'eman, and L. Trabaud, editors. Ecology, biogeography and management of Pinus halepensis and P. brutia forest ecosystems in the Mediterranean basin. Backhuys Publishers, Leiden, The Netherlands."
"Navarro2003","Navarro, L. Guitian, J. (2003). Seed germination and seedling survival of two threatened endemic species of the northwest Iberian Peninsula. Biological Conservation 109: 313–320."
"NavarroCano2009","Navarro-Cano, J. A., Rivera, D., Barbera, G. G. (2009). Induction of seed germination in Cistus heterophyllus (Cistaceae): A rock rose critically endangered in Spain. Research Journal of Botany 4: 10–16."
"NavarroCano2017","Navarro-Cano, J. A., Schwienbacher, E., Sánchez-Balibrea, J., Erschbamer, B. (2017). The role of seed traits as segregation factors of hybrids in wild populations of Cistus (Cistaceae). Plant Biosystems 151: 530-538."
"NavarroCano2017b","Navarro-Cano, J. A., Rodriguez, D. A., Goberna, M., Verdú, M., data from eastern Spain. Email: jose.a.navarro@uv.es"
"Navas2003","Navas, M. L., Ducout, B., Roumet, C., Richarte, J., Garnier, J., Garnier, E. (2003). Leaf life span, dynamics and construction cost of species from Mediterranean old-fields differing in successional status. New Phytologist 159: 213-228."
"Navas2005","Navas, M. L., Moreau-Richard, J. (2005). Can traits predict the competitive response of herbaceous Mediterranean species?. Acta Oecologica 27: 107-114."
"Navas2010","Navas, M.-L., Roumet, C., Bellmann, A., Laurent, G., Garnier, E. (2010). Suites of plant traits in species from different stages of a Mediterranean secondary succession. Plant Biology 12: 183–196."
"Naveh1975","Naveh, Z. (1975). Evolutionary significance of fire in the Mediterranean region. Israel Journal of Botany 24: 51-52."
"Neeman1992","Ne'eman, G., Lahav, H., Izhaki, I. (1992). Spatial pattern of seedlings one year after fire in a Mediterranean pine forest. Oecologia 91: 365-370."
"Neeman1999a","Ne'eman, G., Henig-Sever, N., Eshel, A. (1999). Regulation of the germination of Rhus coriaria, a post-fire pioneer, by heat, ash, pH, water potential and ethylene. Physiologia Plantarum 106: 47-52."
"Neeman1999b","Ne'eman, G., Izhaki, I. (1999). The effect of stand age and microhabitat on soil seed banks in Mediterranean Aleppo pine forests after fire. Plant Ecology 144: 115-125."
"NESpain2008","Palacio, S., Montserrat-Martí,  G. (sarap@ipe.csic.es, gmmarti@ipe.csic.es)"
"Nevada2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Nun2005","Nun, N. B., Mayer, M. A. (2005). Smoke chemicals and coumarin promote the germination of the parasitic weed Orobanche aegyptiaca. Israel Journal of Plant Sciences 53: 97-101."
"Nunez2000","Núñez, M. R., Calvo, L. (2000). Effect of high temperatures on seed germination of Pinus sylvestris and Pinus halepensis. Forest Ecology and Management 131: 183-190."
"Nunez2003","Núñez, M. R., Bravo, F., Calvo, L. (2003). Predicting the probability of seed germination in Pinus sylvestris L. and four competitor shrub species after fire. Annals of Forest Science 60: 75-81."
"NWSpain2008","Madrigal, J., Hernando, C., Guijarro, M. (incendio@inia.es)"
"Obeso1996","Obeso, J. R., Vera, M. L. (1996). Resprouting after experimental fire application and seed germination in Erica vagans. Orsis 11: 155-163."
"Ocak2007","Ocak, A., Kurt, L., Oz, M., Tug, G.N. (2007). Floristical and ecological studies on burned blackpine (Pinus nigra Arn. subsp. pallasiana (Lamb) Holmboe) forest area at central Anatolia. Asian Journal of Plant Sciences 6: 892-905."
"Ojeda1995","Ojeda, F. (1995). Ecología, biogeografía y diversidad de los brezales del Estrecho de Gibraltar (sur de España y norte de Marruecos). PhD thesis. Universidad de Sevilla, Spain."
"Ojeda1996b","Ojeda, F., Marañón, T., Arroyo, J. (1996). Postfire regeneration of a mediterranean heathland in southern Spain. International Journal of Wildland Fire 6: 191-198."
"OjedaAnd2008","Ojeda, F. (Universidad de Cádiz)"
"Olano2002","Olano, J. M., Caballero, I., Laskurain, N. A., Loidi, J., Escudero, A. (2002). Seed bank spatial pattern in a temperate secondary forest. Journal of Vegetation Science 13: 775-784."
"Oliveira2000","Oliveira, A. C., Pereira, J. S., Correia, A. V. (2000). A silvicultura do pinheiro bravo. Centro Pinus, Porto, Portugal."
"Onil2008","De Luís, M. (mdla@unizar.es)"
"Ortiz1995","Ortiz, P. L., Arista, M., Talavera, S. (1995). Germination ecology of Ceratonia siliqua L. (Caesalpiniaceae), a Mediterranean tree. Flora 190: 89-95."
"Osem2006","Osem, Y., Perevolotsky, A., Kigel, J. (2006). Size traits and site conditions determine changes in seed bank structure caused by grazing exclusion in semiarid annual plant communities. Ecography 29: 11–20."
"Osem2007","Osem, Y., Konsens, I., Perevolotsky, A., Kigel, J. (2007). Soil seed bank and seedling emergence of Sarcopoterium spinosum as affected by grazing in a patchy semiarid shrubland. Israel Journal of Plant Sciences 55: 35–43."
"Ozdemir1977","Özdemir, T. (1977). Antalya bölgesinde Kizilçam (Pinus brutia Ten.) ormanlarinin tabii gençlestirme olanaklari üzerinde arastirmalar [Researches on natural regeneration possibilities of Red Pine (Pinus brutia Ten.) forests in Antalya region]. Istanbul Universitesi Orman Fakultesi Dergisi Seri:A 27: 239-293. (in Turkish)"
"Ozturk2008","Öztürk, M., Çelik, A., Güvensen, A., Hamzaoglu, E. (2008). Ecology of tertiary relict endemic Liquidambar orientalis Mill. forests. Forest Ecology and Management 256: 510–518."
"Palacio2006b","Palacio, S., Millard, P., Montserrat-Martí, G. (2006). Aboveground biomass allocation patterns within Mediterranean sub-shrubs: A quantitative analysis of seasonal dimorphism. Flora 201: 612-622."
"Palacio2007a","Palacio, S., Maestro, M., Montserrat-Martí, G. (2007). Relationship between shoot-rooting and root-sprouting abilities and the carbohydrate and nitrogen reserves of Mediterranean dwarf shrubs. Annals of Botany 100: 865-874."
"Palacio2007b","Palacio, S., Maestro, M., Montserrat-Martí, G. (2007). Seasonal dynamics of non-structural carbohydrates in two species of Mediterranean sub-shrubs with different leaf phenology. Environmental and Experimental Botany 59: 34-42."
"Palacio2007c","Palacio, S., Millard, P., Maestro, M., Montserrat-Martí, G. (2007). Non-structural carbohydrates and nitrogen dynamics in Mediterranean sub-shrubs: an analysis of the functional role of overwintering leaves. Plant Biology 9: 49-58."
"Palacio2017","Palacio, S., Montserrat-Martí, G., Ferrio, J. P. (2017). Water use segregation among plants with contrasting root depth and distribution along gypsum hills. Journal of Vegetation Science 28: 1107-1117."
"Paniw2015","Paniw, M., Salguero-Gómez, R., Ojeda, F. (2015). Local-scale disturbances can benefit an endangered, fire-adapted plant species in Western Mediterranean heathlands in the absence of fire. Biological Conservation 187: 74–81."
"Pankhurst2007","Pankhurst, R. (2007). Rosaceae family database. On-line searchable version available through the Global Plant Checklist of the International Organization for Plant Information (IOPI 1996-2007). (http://bgbm3.bgbm.fu-berlin.de/iopi/gpc/)"
"Papanastasis1977b","Papanastasis, V. P., Romanas, L. C. (1977). Effect of high temperatures on seed germination of certain Mediterranean half-shrubs (in Greek). Thessaloniki Forestry Research Institute Bulletin 86."
"Papavassiliou1994","Papavassiliou, S., Arianoutsou, M., Thanos, C. A. (1994). Aspects of the reproductive biology of fire-following species of Leguminosae in a Pinus halepensis Mill. forest. Page 12 (Appendix D.24) in D. X. Viegas, editor. 2nd International Conference on Forest Fire Research, Coimbra, Portugal."
"Papavassiliou2001","Papavassiliou, S. (2001). The role of legumes in the post-fire regeneration of forest ecosystems in Attica, Greece. PhD thesis (in Greek with summary in English). University of Athens, Athens, Greece."
"Papio1988","Papió, C. (1988). Respuesta al fuego de las principales especies de la vegetación de Garraf (Barcelona). Orsis 3: 87-103."
"Parra2018","Parra, A., & Moreno, J. M. (2018). Drought differentially affects the post-fire dynamics of seeders and resprouters in a Mediterranean shrubland. Science of The Total Environment, 626, 1219-1229."
"Pascual2002","Pascual, G., Molinas, M., Verdaguer, D. (2002). Comparative anatomical analysis of the cotyledonary region in three Mediterranean basin Quercus (Fagaceae). American Journal of Botany 89: 383-392."
"Paula2006","Paula, S., Ojeda, F. (2006). Resistance of three co-occurring resprouter Erica species to highly frequent disturbance. Plant Ecology 183: 329-336."
"Paula2006b","Paula, S., Pausas, J. G. (2006). Leaf traits and resprouting ability in the Mediterranean basin. Functional Ecology 20: 941–947."
